Contexto_H,SubCuenca,Cod_Muestr,Cod_SNGM,Nombre_Pto,uTM_Este,uTM_Norte,Elv,Tipo_Pto,Categoria,Campana,Tipo_Piper,Salinidad,Balan_Ioni,Oxigeno_18,Deuterio,Ex_deuteri,D_O,pH_Terr,pH_Lab,CE_terr,CE_Lab_uS_,OD _,OD ppm,Temp_Terr,CO3_mg/l,HCO3_mg/l,SO4_mg_l,Cl_mg_l,NO3_mg_l,Ca_mg_l,Mg_mg_l,Na_mg_l,K_mg_l,Li_mg_l,F_mg_l,Al_mg_l,Sb_mg_l,As_mg_l,Ba_mg_l,Be_mg_l,B_mg_l,Cd_mg_l,Co_mg_l,Cu_mg_l,Cr_mg_l,Sn_mg_l,P_mg_l,Fe_mg_l,Mn_mg_l,Hg_mg_l,Mo_mg_l,Ag_mg_l,Pb_mg_l,Se_mg_l,V_mg_l,Zn_mg_l,Br_mg_l,Rb_mg_l,Sr_mg_l,Y_mg_l,Cs_mg_l,Hf_mg_l,Ta_mg_l,Tl_mg_l,Th_mg_l,u_mg_l,Ni_mg_l,SiO2_mg_l,I_mg_l,SSD_mg_l,STD_mg_l,Alca_CaCO3,TDS_meq_l,Balan_abso,Balan_5,Cat_r_tot,An_r_tot,rNa_rK,rNa,rK,rCa,rMg,rLi,rB,rAs,rFe,rAl,rMn,rZn,rHCO3_rCO3,rHCO3,rSO4,rCl,rNO3,rCO3,rF,rBr,rCa_rCO3,rCa_rSO4,rNa_rCl,rBr_rCl,rMg_rCa,ICB,rCat_tot,Ca,Mg,Na_K,CatX,CatY,rAn_tot,HCO3_CO3,SO4,Cl,AnX,AnY,CeX,CeY,Anion,Cation,K_NaCl,Ca_MgSO4HC,RAS_1,Infoqca,Codlab,InfoOD,Na100
B1,Rio Guatulame,LIM-CE-021,SNGM-LMR-0144,Pozo Fundo Las Represas - Unifruti,315621,6597920,506,Subterranea,Pozo,Campana 3,Bicarbonatada calcica,Dulce moderadamente mineralizada,-1.81,-11.17,-84.9,4.52,7.595430379,7.52,8.3,501,446,82.7,6.91,21,0,134.78,87,13,4.7,45,4,40,0.5,0.02,0.61,0.01,0.005,0.0025,0.003,0.001,0.182,0.001,0.001,0.005,0.0005,0.0015,0.025,0.005,0.0015,0.00015,0.0025,0.001,0.001,0.0025,0.0015,0.005,0.011,0.0005,0.36,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005,0.0025,0,0,267,282,120,8.828828005,1.808415802,Admisible,4.33519004,4.494874319,1.75268,1.73989,0.01279,2.245621039,0.329150381,0.002881429,0.003052447,0.00016684,0.000268601,0.001111852,0.000109214,0.000152952,2.208932426,2.208932426,1.811349039,0.36668265,0.075801561,0,0.032108643,0.000137665,-99,1.23975059,4.744939271,0.000375434,0.146574322,-3.779815145,4.327446705,0.518925175,0.076061106,0.405013719,0.44304,0.06587,4.38696,0.503521882,0.412893516,0.083584602,1.39003136,0.357576274,1.000745919,1.031838437,Bicarbonatada,calcica,1.385992635,-1.445510045,1.533439613,2019-52,8428-19,IE 044-19,40.20585408
B1,Rio Grande Medio,LIM-CE-022,SNGM-LMR-0055,Embalse La Paloma ribera Norte brazo Norte,309374,6601344,378,Superficial,Embalse,Campana 3,Bicarbonatada mixta,Dulce moderadamente mineralizada,-1.69,-7.74,-67.4,-5.45,8.703532733,8.16,8.99,351,319,80.8,7.2,18.54,0,98.89,56,13,1.5,29,10,18,0.5,0.02,0.13,0.01,0.005,0.0025,0.009,0.001,0.227,0.001,0.001,0.005,0.0005,0.0015,0.025,0.005,0.007,0.00015,0.0025,0.001,0.001,0.0025,0.0015,0.005,0.027,0.0005,0.131,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005,0.0025,0,0,179,189,87,6.261306956,1.692440726,Admisible,3.078375149,3.184368371,0.79574,0.78295,0.01279,1.447178003,0.822875951,0.002881429,0.007492369,0.00016684,0.000268601,0.001111852,0.000509665,0.000152952,1.62072509,1.62072509,1.165925818,0.36668265,0.024191988,0,0.006842826,0.000337905,-99,1.241226483,2.135222672,0.00092152,0.568607282,-1.170098546,3.065791441,0.472040591,0.268405718,0.259553692,0.39376,0.23245,3.15333,0.513971979,0.369743891,0.11628413,1.401156076,0.320207602,0.922790856,1.148760467,Bicarbonatada,mixta,0.429054836,-0.516596953,0.734903713,2019-52,8429-19,IE 044-19,25.53823779
B1,Rio Grande Medio,LIM-CE-023,SNGM-LMR-0015,Rio Ponio antes quebrada Las Agustinas,320644,6606291,691,Superficial,Rio,Campana 3,Bicarbonatada mixta,Dulce moderadamente mineralizada,3.27,-10.14,-74.6,6.5,7.358776649,8.07,8.49,444,322,75.4,6.67,17.26,0,115.98,45,4.8,1.5,28,12,18,0.5,0.02,0.06,0.01,0.005,0.0025,0.006,0.001,0.166,0.001,0.001,0.005,0.0005,0.0015,0.025,0.022,0.023,0.00015,0.0025,0.001,0.001,0.0025,0.0015,0.005,0.057,0.0005,0.166,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005,0.0025,0,0,170,180,103,6.201686056,3.271955952,Admisible,3.203450696,3.000461424,0.79574,0.78295,0.01279,1.397275313,0.987451142,0.002881429,0.015817223,0.00016684,0.001181843,0.001111852,0.001674615,0.000152952,1.900816017,1.900816017,0.936904675,0.135390517,0.024191988,0,0.003158227,0.000713356,-99,1.491374043,5.782894737,0.005268877,0.706697622,-4.877350229,3.180463941,0.439330657,0.310473931,0.250195412,0.40543,0.26888,2.97311,0.63933566,0.315126011,0.045538329,1.303101335,0.272907131,0.855429876,1.048296842,Bicarbonatada,mixta,0.660346969,-0.452994237,0.71701666,2019-52,8432-19,IE 044-19,24.61744962
D3,Rio Grande Medio,LIM-CE-024,SNGM-LMR-0016,Rio Ponio en El Jorge,327314,6614138,1099,Superficial,Rio,Campana 3,Bicarbonatada calcica,Dulce moderadamente mineralizada,2.37,-10.18,-77.5,3.93,7.614301961,8.24,8.41,370,314,71,6.23,15.39,0,134.3,43,3.4,1.5,35,11,16,0.5,0.02,0.06,0.01,0.005,0.0025,0.003,0.001,0.158,0.001,0.001,0.005,0.0005,0.0015,0.025,0.005,0.006,0.00015,0.0025,0.001,0.001,0.0025,0.0015,0.005,0.037,0.0005,0.105,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005,0.0025,0,0,180,190,118,6.594129997,2.368400718,Admisible,3.37578668,3.219581922,0.70874,0.69595,0.01279,1.746594141,0.905163547,0.002881429,0.01026732,0.00016684,0.000268601,0.001111852,0.000436856,0.000152952,2.201065624,2.201065624,0.895264467,0.095901616,0.024191988,0,0.003158227,0.000463056,-99,1.950925347,7.256965944,0.004828445,0.518244923,-6.390314874,3.360500829,0.519742214,0.269353764,0.210904022,0.34558,0.23327,3.19223,0.689506848,0.280450966,0.030042185,1.270267668,0.242877661,0.810698587,1.03887466,Bicarbonatada,calcica,0.612841525,-0.444572403,0.604406451,2019-52,8433-19,IE 044-19,20.70985244
D1,Rio Grande Medio,LIM-CE-025,SNGM-LMR-0042,Estero quebrada Buitre en Escuela,326580,6613226,1079,Superficial,Estero,Campana 3,Bicarbonatada calcica,Dulce moderadamente mineralizada,6.25,-9.24,-68.4,5.54,7.400201866,7.82,8.6,506,202,77.9,6.57,17.27,0,100.11,8.6,2,1.5,33,3.7,4,0.5,0.02,0.19,0.01,0.005,0.0025,0.003,0.001,0.14,0.001,0.001,0.005,0.0005,0.0015,0.025,0.005,0.053,0.00015,0.0025,0.001,0.001,0.0025,0.0015,0.005,0.067,0.0005,0.195,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005,0.004,0.0025,0,0,105,111,88,4.071156011,6.249241176,Descartar,2.165062677,1.910378527,0.18678,0.17399,0.01279,1.646788762,0.304464102,0.002881429,0.018592175,0.00016684,0.000268601,0.001111852,0.003858895,0.000152952,1.640719878,1.640719878,0.179052893,0.056412715,0.024191988,0,0.010001053,0.000838506,-99,9.197219492,3.084210526,0.01486378,0.184883519,-2.310903708,2.138029933,0.770236533,0.142404041,0.087359426,0.15856,0.12333,1.87619,0.874497692,0.095434537,0.030067771,1.177785039,0.082648734,0.656430867,0.985660649,Bicarbonatada,calcica,0.130364353,0.131480093,0.176148618,2019-52,8434-19,IE 044-19,8.137804251
A1,Rio Limari,LIM-FF-001,SNGM-LMR-0003,Rio Limari bajo puente Limari en ruta 5,257575,6604319,20,Superficial,Rio,Campana 1,Clorurada mixta,Salobre,0.37,-7.65,-58.6,2.65,7.653594771,8.07,7.9,3278,3060,0,0,21.93,0,268.9,462.9,644.1,26.305,222.5,86.5,325.5,5.4,0.02,0.16,0.01,0.005,0.0025,0.074,0.001,0.226,0.001,0.001,0.005,0.0005,0.0015,0.025,0.022,0.0111,0.00015,0.0025,0.001,0.001,0.0025,0.0015,0.005,1.306,0.0005,1.384,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005,0.0096,0.0025,0.5,0,2012,1905,220.36,65.54564519,0.368156724,Admisible,32.88631601,32.64505786,14.29644,14.15833,0.13811,11.10334847,7.11787698,0.002881429,0.362348276,0.00016684,0.001179262,0.001111852,0.000805762,0.000152952,4.407047999,4.407047999,9.637626092,18.167715,0.424246823,0,0.008421939,0.01634189,-99,1.152083341,0.779312627,0.000899502,0.641056795,0.21308518,32.51766964,0.341455848,0.218892592,0.43965156,0.5491,0.18957,32.21239,0.136812206,0.299190043,0.563997751,1.813592773,0.259106178,1.201419677,1.319421082,Clorurada,mixta,-3.871270813,4.17655136,4.690706164,2018-140,8152-18,IE 020-19,43.5404193
A2,Rio Limari,LIM-FF-002,SNGM-LMR-0004,APR Oruro Alto,260620,6610197,108,Superficial,Rio,Campana 1,Clorurada sodica,Salobre,5.04,-6.99,-52.9,3.02,7.56795422,7.92,7.92,2741,1470,0,0,19.58,0,166,181.17,389.95,3.676,78.8,35.5,280,2.13,0.02,0.136,0.01,0.005,0.0025,0.114,0.001,0.147,0.001,0.001,0.005,0.0005,0.0015,0.025,0.011,0.0085,0.00015,0.0025,0.001,0.001,0.0071,0.0089,0.005,1.186,0.0005,0.8,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005,0.0039,0.0025,8.6,0,1112,1053,136.08,36.99283472,5.039726686,Descartar,19.42177949,17.55809489,12.23369,12.17921,0.05448,3.932331953,2.921209628,0.002881429,0.329056047,0.00016684,0.000566676,0.001111852,0.000615272,0.000152952,2.720602335,2.720602335,3.771978222,10.99906919,0.059286498,0,0.007158648,0.014840412,-99,1.042511839,1.107294457,0.001349243,0.74286954,-0.112247467,19.08722842,0.206019013,0.153045249,0.640935738,0.71746,0.13254,17.49165,0.155537206,0.215644509,0.628818285,1.836640539,0.186753623,1.292699266,1.128887544,Clorurada,sodica,1.234617651,0.360961023,6.579252163,2018-140,8153-18,IE 021-19,63.80815529
A2,Rio Limari,LIM-FF-003,SNGM-LMR-0110,Pozo 1 cabanas Fray Jorge en Oruro,260321,6608934,206,Subterranea,Pozo,Campana 1,Mixta sodica,Dulce moderadamente mineralizada,3.37,-5.13,-31.3,9.74,6.101364522,7.45,8.33,1361,427,0,0,22.75,2.19,113.3,21.04,63.21,1.5,31.5,6.5,48,0.88,0.02,0.07,0.01,0.005,0.0025,0.062,0.001,0.092,0.001,0.001,0.005,0.0005,0.0015,0.025,0.037,0.0059,0.00015,0.0025,0.001,0.001,0.0015,0.0094,0.036,0.884,0.0005,0.709,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005,0.0084,0.0025,0.5,0,244,231,92.82,8.65720932,3.368360841,Admisible,4.470061553,4.17873875,2.11037,2.08786,0.02251,1.571934727,0.534869368,0.002881429,0.245180541,0.00016684,0.002008199,0.001111852,0.000430201,0.00110656,1.929883307,1.856893039,0.438054986,1.782923871,0.024191988,0.072990268,0.003684598,0.011057631,21.53622354,3.588441584,1.171033897,0.006201965,0.340261818,-0.183657849,4.21717593,0.372745826,0.126831173,0.500423001,0.56384,0.10984,4.15086,0.464935532,0.105533494,0.429530975,1.582297721,0.091394686,1.067743735,0.982628335,Mixta,sodica,0.327447963,-0.18814393,2.034254039,2018-140,8154-18,IE 021-19,49.50858877
A1,Rio Limari,LIM-FF-004,SNGM-LMR-0113,Pozo 1 APR Barraza,261546,6605798,50,Subterranea,Pozo,Campana 1,Clorurada mixta,Salobre,4.48,-7.76,-60.8,1.28,7.835051546,7.45,7.8,2792,1603,0,0,16.49,0,168.5,283.71,423.19,1.5,167.5,63.6,197.5,4.19,0.02,0.136,0.01,0.005,0.0025,0.118,0.001,0.202,0.001,0.001,0.005,0.0005,0.0015,0.025,0.051,0.039,0.00015,0.0025,0.001,0.001,0.0025,0.0015,0.018,0.981,0.0005,1.359,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005,0.0078,0.0025,0.5,0,1291,1223,138.11,43.21666013,4.480518321,Admisible,22.5724276,20.63644609,8.69786,8.59069,0.10717,8.358700534,5.233491051,0.002881429,0.272120399,0.00016684,0.002722956,0.001111852,0.002838284,0.000536037,2.761575262,2.761575262,5.906871675,11.93664852,0.024191988,0,0.007158648,0.012272617,-99,1.415080773,0.719690421,0.001028146,0.626112998,0.271331631,22.2900498,0.374996943,0.23479046,0.390212597,0.50761,0.20333,20.6051,0.1340239,0.286670435,0.579305665,1.822640882,0.248263879,1.178094348,1.364651224,Clorurada,mixta,-3.238790309,4.923744648,3.295325984,2018-140,8155-18,IE 021-19,38.5404774
A1,Rio Limari,LIM-FF-005,SNGM-LMR-0036,Estero Punitaqui Vega Oeste en Socos,261954,6600266,54,Superficial,Rio,Campana 1,Clorurada mixta,Salobre,1.32,-5.28,-39.7,2.54,7.518939394,8.16,8.25,3395,3210,0,0,22.9,0,174.2,449,758.5,1.5,175,134.3,325,6.87,0.02,0.114,0.01,0.005,0.0025,0.132,0.001,0.148,0.001,0.001,0.005,0.0005,0.0015,0.025,0.053,0.0178,0.00015,0.0025,0.001,0.001,0.0033,0.0049,0.008,1.525,0.0005,1.877,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005,0.0047,0.0025,0.5,0,2043,1934,142.78,68.17266794,1.321028401,Admisible,34.52829833,33.62793513,14.31229,14.13658,0.17571,8.732970707,11.05122403,0.002881429,0.423281525,0.00016684,0.002824876,0.001111852,0.001297022,0.000246614,2.854993534,2.854993534,9.348226648,21.39452233,0.024191988,0,0.006000632,0.019089977,-99,0.934184743,0.660757034,0.000892283,1.265459876,0.331030008,34.09648817,0.256125225,0.324116196,0.419758579,0.58182,0.28069,33.59774,0.084975755,0.278239725,0.63678452,1.875904382,0.24096267,1.217391412,1.381540592,Clorurada,mixta,-7.08222889,7.580974553,4.494694707,2018-140,8156-18,IE 021-19,41.46051949
B1,Rio Grande Alto,LIM-FF-006,SNGM-LMR-0024,Rio Mostazal en El Maiten,348748,6592028,1419,Superficial,Rio,Campana 1,Sulfatada calcica,Dulce moderadamente mineralizada,-3.7,-12.78,-91.3,10.94,7.143974961,8.49,7.69,242,260,0,0,10.71,0,47.8,84.85,6.33,1.5,34.5,4.5,8.5,1.18,0.02,0.033,0.01,0.005,0.0025,0.007,0.001,0.098,0.001,0.001,0.005,0.0005,0.0015,0.025,0.041,0.0015,0.00015,0.0025,0.001,0.001,0.0025,0.0015,0.041,0.211,0.0026,0.168,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005,0.0025,0.5,0,173,163,39.2,5.312598106,3.698839481,Admisible,2.557965223,2.754463431,0.39991,0.36973,0.03018,1.721642797,0.370294178,0.002881429,0.058427513,0.00016684,0.002180299,0.001111852,0.000109214,0.00124456,0.783402359,0.783402359,1.766585815,0.178546244,0.024191988,0,0.001737025,0.002635078,-99,0.974559391,2.070757462,0.014758519,0.215081885,-1.239792504,2.491843514,0.690911282,0.148602501,0.160486217,0.23479,0.12869,2.72853,0.287114707,0.647448609,0.065436684,1.489160989,0.560706943,0.986685755,1.431019577,Sulfatada,calcica,0.221360295,-0.4580512,0.361510282,2018-140,8157-18,IE 021-19,14.83744728
B1,Rio Grande Alto,LIM-FF-007,SNGM-LMR-0027,Rio El Maiten antes de rio Carrizal,352081,6562011,1728,Superficial,Rio,Campana 1,Bicarbonatada calcica,Dulce,1.13,-11.75,-82.2,11.8,6.995744681,8.3,8.5,131,118,0,0,15.37,0,65.2,6.97,1.03,1.5,17.5,1.7,5.5,0.76,0.01,0.064,0.01,0.005,0.0025,0.009,0.001,0.03,0.001,0.001,0.005,0.0005,0.0015,0.025,0.064,0.0099,0.00015,0.0025,0.001,0.001,0.0025,0.0015,0.005,0.074,0.0005,0.047,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005,0.0025,0.5,0,69,66,53.42,2.568577829,1.12991528,Admisible,1.299338137,1.270303365,0.25867,0.23923,0.01944,0.873297071,0.139888912,0.001440715,0.02046475,0.00016684,0.003420434,0.001111852,0.000721828,0.000152952,1.068573929,1.068573929,0.145116124,0.029052548,0.024191988,0,0.003368776,0.000922959,-99,6.017918932,8.234542667,0.031768616,0.160184794,-7.903617688,1.271858767,0.686630539,0.109987772,0.203381689,0.25838,0.09525,1.24274,0.85985137,0.116770861,0.023377768,1.181763199,0.101126532,0.721765159,0.897866508,Bicarbonatada,calcica,0.229620236,-0.200504071,0.336119826,2018-140,8158-18,IE 021-19,18.80982826
A1,Rio Limari,LIM-FF-008,SNGM-LMR-0159,Noria APR Socos,261699,6600560,53,Subterranea,Noria,Campana 1,Clorurada mixta,Salobre,-3.91,-5.5,-39.1,4.9,7.109090909,7.35,7.68,3513,2510,0,0,19.87,0,160.6,337.58,790,1.5,165,98.3,290,7.2,0.02,0.096,0.01,0.005,0.0025,0.131,0.001,0.115,0.001,0.001,0.005,0.0005,0.0015,0.025,0.012,0.0015,0.00015,0.0025,0.001,0.001,0.0025,0.0015,0.012,1.595,0.0005,2.221,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005,0.0052,0.0025,0.5,0,1866,1767,131.61,61.56020612,3.905944456,Admisible,29.56902883,31.97281923,12.79833,12.61418,0.18415,8.23394381,8.088870603,0.002881429,0.442589579,0.00016684,0.000641143,0.001111852,0.000109214,0.000381637,2.632100813,2.632100813,7.028450672,22.28302259,0.024191988,0,0.005053163,0.019960769,-99,1.171516198,0.566089274,0.000895784,0.982381079,0.425646468,29.12114713,0.282747921,0.277766208,0.439485871,0.57837,0.24055,31.94357,0.082398444,0.220027059,0.697574496,1.907588026,0.190549023,1.228543713,1.366688273,Clorurada,mixta,-9.484689873,6.662262927,4.415465574,2018-140,8159-18,IE 021-19,43.31621972
B1,Rio Grande Alto,LIM-FF-009,SNGM-LMR-0026,Rio Carrizal despues de rio Maiten,351793,6562905,1630,Superficial,Rio,Campana 1,Bicarbonatada calcica,Dulce,-5.59,-12.2,-85.7,11.9,7.024590164,6.38,7.86,122,75.1,0,0,11.52,0,36.2,3.075,1.97,1.5,11.6,0.3,0.8,0.12,0.01,0.086,0.01,0.005,0.0025,0.007,0.001,0.03,0.001,0.001,0.005,0.0005,0.0015,0.025,0.034,0.0027,0.00015,0.0025,0.001,0.001,0.0025,0.0015,0.005,0.06,0.0005,0.034,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005,0.0025,0.5,0,38,36,29.65,1.403987374,5.588519969,Descartar,0.663093784,0.741595103,0.03787,0.0348,0.00307,0.578871201,0.024686279,0.001440715,0.016782543,0.00016684,0.001820853,0.001111852,0.000193601,0.000152952,0.593287979,0.593287979,0.064021819,0.055566525,0.024191988,0,0.004526792,0.000756892,-99,9.041779911,0.62623564,0.013621365,0.042645546,0.318529473,0.641424429,0.902477635,0.038486652,0.059035714,0.07828,0.03333,0.71288,0.832245313,0.089807751,0.077946935,1.222850811,0.077775794,0.6633952,1.046781337,Bicarbonatada,calcica,-0.017699576,-0.053752319,0.063344177,2018-140,8160-18,IE 021-19,5.425072167
B1,Rio Grande Alto,LIM-FF-010,SNGM-LMR-0028,Rio Grande antes tranque Minera Los Pingos,357311,6574332,1785,Superficial,Rio,Campana 1,Mixta calcica,Dulce,-4.93,-12.93,-91.9,11.54,7.107501933,6.47,7.81,132,133,0,0,12.23,0,35.9,25.18,8.013,1.5,13.5,1.9,8.3,0.9,0.04,0.096,0.01,0.005,0.015,0.008,0.001,0.113,0.001,0.001,0.005,0.0005,0.0015,0.025,0.04,0.0058,0.00015,0.0025,0.001,0.001,0.0025,0.0015,0.005,0.053,0.0022,0.078,0.0005,0.0015,0.0005,0.0005,0.0005,0.0005,0.0005,0.0025,0.5,0,80,76,29.45,2.606231883,4.928909328,Admisible,1.239374714,1.367884139,0.38405,0.36103,0.02302,0.673686312,0.156346431,0.005762858,0.014711105,0.001004058,0.002127897,0.001111852,0.000425636,0.000152952,0.588371228,0.588371228,0.524250216,0.226017544,0.024191988,0,0.005053163,0.00066347,-99,1.285047275,1.597338535,0.002935481,0.232076009,-0.699184967,1.214078356,0.554895249,0.128777875,0.316326876,0.38072,0.11152,1.33864,0.439529427,0.391629275,0.168841298,1.464655935,0.339160901,0.988398724,1.164062588,Mixta,calcica,0.158028069,-0.282588701,0.560410814,2018-140,8161-18,IE 021-19,29.73667486
B1,Rio Grande Alto,LIM-FF-011,SNGM-LMR-0018,Rio Grande en Caren,330262,6585504,724,Superficial,Rio,Campana 1,Bicarbonatada calcica,Dulce moderadamente mineralizada,5.25,-12.49,-87.3,12.62,6.989591673,7.73,7.88,192,149,0,0,16.51,0,57.5,26.04,7.93,1.5,24,3.3,9,0.82,0.02,0.081,0.01,0.005,0.0097,0.013,0.001,0.104,0.001,0.001,0.005,0.0005,0.0015,0.025,0.049,0.015,0.00015,0.0025,0.001,0.001,0.0025,0.0015,0.005,0.141,0.0019,0.107,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005,0.0025,0.5,0,106,100,47.12,3.665370642,5.254569177,Descartar,1.929295239,1.736664831,0.41245,0.39147,0.02097,1.197664554,0.271549064,0.002881429,0.039135265,0.000644268,0.002618739,0.001111852,0.001089622,0.000152952,0.942377315,0.942377315,0.542155505,0.223676417,0.024191988,0,0.004263607,0.001764999,-99,2.209079392,1.750182518,0.007890857,0.226732154,-0.843947163,1.881661112,0.636493227,0.14431348,0.219193292,0.29135,0.12498,1.70821,0.551675576,0.317382375,0.130942048,1.389633236,0.2748612,0.883758858,1.151061325,Bicarbonatada,calcica,0.188771077,-0.015319202,0.456747379,2018-140,8162-18,IE 021-19,20.80473214
B1,Rio Limari,LIM-FF-012,SNGM-LMR-0169,Noria Hugo Rojas en El Peralito,289381,6637041,569,Subterranea,Noria,Campana 2,Bicarbonatada mixta,Dulce moderadamente mineralizada,1.93,-6.42,-41.1,10.26,6.401869159,7.68,7.33,748,650,0,0,23.12,0,250.8,32.881,55.447,17.843,41,29.5,41.5,24,0.02,0.2,0.04,0.005,0.0062,0.011,0.001,0.03,0.001,0.001,0.005,0.0005,0.0015,0.091,0.04,0.0375,0.00015,0.0089,0.001,0.001,0.0025,0.025,0.18,0.031,0.0018,0.127,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005,0.0077,0.0025,20.3,0,366,386,206,13.56423965,1.929992769,Admisible,6.919272791,6.657246942,2.41897,1.80513,0.61384,2.04601028,2.427484057,0.002881429,0.008686219,0.000415805,0.002148361,0.004421781,0.002733979,0.005516074,4.110404009,4.110404009,0.684585836,1.563957916,0.287771757,0,0.010527424,0.000391748,-99,2.988683335,1.154207954,0.000250485,1.186447634,-0.546700702,6.892469143,0.296847216,0.352193678,0.350959106,0.52706,0.30501,6.35895,0.646396883,0.107657094,0.245946024,1.399774571,0.093233778,0.902281112,0.954917726,Bicarbonatada,mixta,0.855016891,-0.321495509,1.206981677,2019-030,8305-19,IE 037-19,26.18992742
A1,Rio Limari,LIM-FF-013,SNGM-LMR-0128,Pozo Felix Rojas en Higuerita Unida,288530,6634817,416,Subterranea,Pozo,Campana 2,Mixta,Dulce mineralizada,1.16,-4.65,-32.2,5,6.924731183,7.55,7.37,1050,1176,0,0,23.01,0,276.67,127.417,169.162,7.899,63.8,60,91.3,7.5,0.02,0.22,0.01,0.005,0.0025,0.005,0.001,0.03,0.001,0.001,0.005,0.0005,0.0015,0.025,0.04,0.0041,0.00015,0.0051,0.001,0.001,0.0067,0.0066,0.019,0.329,0.0017,0.286,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005,0.0035,0.0025,0.5,0,663,700,227,24.48234001,1.163976771,Admisible,12.38259036,12.09764609,4.16312,3.97129,0.19183,3.183791606,4.937255709,0.002881429,0.091204719,0.00016684,0.002162749,0.001111852,0.000301959,0.000595957,4.534391855,4.534391855,2.652835178,4.771443883,0.127395007,0,0.011580166,0.004113329,-99,1.200146784,0.832304008,0.000862072,1.550747134,0.127493137,12.28416485,0.259178515,0.40192034,0.338901145,0.53986,0.34807,11.95867,0.37917189,0.221833613,0.398994497,1.609911303,0.192113544,1.029864627,1.196783858,Mixta,mixta,-0.608326349,0.933820282,1.970791968,2019-030,8306-19,IE 037-19,32.32854585
D3,Rio Guatulame,LIM-FF-014,SNGM-LMR-0098,Vertiente en Valle Hermoso,313181,6538480,1167,Vertiente,Vertiente,Campana 2,Bicarbonatada calcica,Dulce moderadamente mineralizada,3.04,-8.7,-66.2,3.4,7.609195402,8.25,7.46,279,261,0,0,20.36,0,156.62,6.136,1.314,1.5,35.3,8,11,1,0.02,0.06,0.01,0.005,0.0025,0.032,0.001,0.03,0.001,0.001,0.005,0.0005,0.0015,0.025,0.037,0.0092,0.00015,0.0025,0.001,0.001,0.0025,0.0015,0.013,0.003,0.0005,0.148,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005,0.0025,0.5,0,140,148,128,5.688698912,3.035897834,Admisible,2.931805621,2.75903744,0.50405,0.47847,0.02558,1.761564948,0.658300761,0.002881429,0.000693738,0.00016684,0.001976812,0.001111852,0.000672554,0.00039103,2.566871914,2.566871914,0.127752157,0.037063154,0.024191988,0,0.003158227,3.13E-05,-99,13.78892524,12.909557,0.000844168,0.373702237,-12.59964279,2.923911365,0.602468655,0.225143884,0.172387461,0.28496,0.19498,2.73169,0.93966538,0.046766759,0.013567862,1.136951241,0.040501201,0.66636104,0.855587338,Bicarbonatada,calcica,0.466982501,-0.274758362,0.434983796,2019-030,8307-19,IE 037-19,16.3640015
Fuera del area de estudio,Fuera,LIM-FF-015,SNGM-LMR-0155,Noria APR Nueva Esperanza de Punilla,254758,6614001,229,Subterranea,Noria,Campana 2,Bicarbonatada mixta,Dulce moderadamente mineralizada,-0.18,-4.64,-28.4,8.72,6.120689655,7.85,7.45,615,701,0,0,20.54,0,218.08,33.619,85.011,27.878,40.5,30.5,55.5,5,0.02,0.19,0.01,0.005,0.0025,0.003,0.001,0.03,0.001,0.001,0.005,0.0005,0.0015,0.025,0.016,0.0015,0.00015,0.0025,0.001,0.001,0.0025,0.0671,0.022,0.096,0.0023,0.078,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005,0.0045,0.0025,29.9,0,385,407,179,14.23612357,0.184823291,Admisible,7.10525633,7.131569299,2.54198,2.41409,0.12788,2.021058935,2.509771652,0.002881429,0.026627841,0.00016684,0.000869798,0.001111852,0.000109214,0.000681904,3.574150344,3.574150344,0.699951073,2.397850676,0.449616154,0,0.010001053,0.001200914,-99,2.88742887,1.006773736,0.00050083,1.241810226,-0.060106407,7.07280745,0.285750595,0.35484801,0.359401395,0.53683,0.30731,6.67195,0.535697843,0.104909487,0.35939267,1.511847413,0.090854281,0.961851776,1.043474669,Bicarbonatada,mixta,0.144126188,0.25672917,1.603910379,2019-030,8308-19,IE 037-19,34.13203457
